itemindex,model,context_id,context_string,response,relevance,reference,metouts
115,eval_input_outputs_human.csv,,"it is ninety-five pounds per night . it is a double room with a bathroom . there is a fridge , coffee maker and a television in the room . <eot> does the bathroom have a bath or a shower ? <eot> all our bathrooms have full size baths with a shower attachment . <eot> does the room have an internet connection ? <eot> yes , all our rooms have complimentary wireless internet .",That sounds perfect.,0.833333333,,"{'Bleu_1': 3.3333333322222225e-16, 'Bleu_2': 4.082482902937596e-16, 'Bleu_3': 5.503212078127982e-16, 'Bleu_4': 1.1362193659467322e-13, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.0029770932, 'EmbeddingAverageCosineSimilarity': -0.032652, 'EmbeddingAverageCosineSimilairty': -0.032652, 'VectorExtremaCosineSimilarity': -0.083957, 'GreedyMatchingScore': 0.007959}"
116,eval_input_outputs_human.csv,,"honey , i need to have a talk with you .",What would you like to talk about?,1,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.04441319, 'EmbeddingAverageCosineSimilarity': -0.006962, 'EmbeddingAverageCosineSimilairty': -0.006962, 'VectorExtremaCosineSimilarity': -0.012778, 'GreedyMatchingScore': 0.005931}"
117,eval_input_outputs_human.csv,,"get in . i'll take you . <eot> about how much will it cost ? <eot> it will cost you $ 10 . <eot> by the way , what's the time ? <eot> you can see the time on the meter . i have radio time , you know .","I can not see well, could you tell me the time?",0.833333333,,"{'Bleu_1': 9.090909090082646e-17, 'Bleu_2': 9.534625891545801e-17, 'Bleu_3': 1.0033557297469767e-16, 'Bleu_4': 1.0600313378380957e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.0444102, 'EmbeddingAverageCosineSimilarity': 0.010658, 'EmbeddingAverageCosineSimilairty': 0.010658, 'VectorExtremaCosineSimilarity': 0.016833, 'GreedyMatchingScore': 0.061528}"
118,eval_input_outputs_human.csv,,"what's the matter with them ? <eot> look at the heels . they are slanting . <eot> ah , i can do it perfectly . <eot> how much does it cost ? <eot> 6 yuan . and i can make them as new as before .",That would be fantastic!,0.666666667,,"{'Bleu_1': 2.499999999375e-16, 'Bleu_2': 2.8867513451061596e-16, 'Bleu_3': 3.4668063705012784e-16, 'Bleu_4': 4.518010015696094e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.02648582, 'EmbeddingAverageCosineSimilarity': -0.006129, 'EmbeddingAverageCosineSimilairty': -0.006129, 'VectorExtremaCosineSimilarity': -0.007858, 'GreedyMatchingScore': 0.026237}"
119,eval_input_outputs_human.csv,,"do you have a package tour to hollywood ? <eot> yes , here is the table , which plans do you like best ? <eot> the seven-days trip shall be fine . how much is this tour ? <eot> $ 300 .",What are the future in this tour,0.375,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.08407259, 'EmbeddingAverageCosineSimilarity': -0.01872, 'EmbeddingAverageCosineSimilairty': -0.01872, 'VectorExtremaCosineSimilarity': -0.068315, 'GreedyMatchingScore': -0.002694}"
120,eval_input_outputs_human.csv,,"do you like watching the winter olympic games ? <eot> of course . it's the tradition game in winter , and with good reason . don't you like watching it ?",I've never been a real fan.,1,,"{'Bleu_1': 1.666666666388889e-16, 'Bleu_2': 1.8257418580158344e-16, 'Bleu_3': 2.027400664774394e-16, 'Bleu_4': 2.295748846116193e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.052932065, 'EmbeddingAverageCosineSimilarity': 0.009528, 'EmbeddingAverageCosineSimilairty': 0.009528, 'VectorExtremaCosineSimilarity': 0.002019, 'GreedyMatchingScore': 0.043326}"
121,eval_input_outputs_human.csv,,"excuse me , waiter , i would like to have some wine before the main course . <eot> have you decided what wine you would like ? <eot> i have no idea . maybe you can give me some advice .",Well we have a nice white wine that is slightly sweet.,0.75,,"{'Bleu_1': 9.090909090082646e-17, 'Bleu_2': 9.534625891545801e-17, 'Bleu_3': 1.0033557297469767e-16, 'Bleu_4': 1.0600313378380957e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.046421647, 'EmbeddingAverageCosineSimilarity': -0.00453, 'EmbeddingAverageCosineSimilairty': -0.00453, 'VectorExtremaCosineSimilarity': -0.004634, 'GreedyMatchingScore': 0.01668}"
122,eval_input_outputs_human.csv,,"this is our rock-bottom price , and we can't make any further reduction . <eot> if so , we find it difficult for us to go on with our talks . <eot> then what's your counter-offer ? <eot> this is our counter-offer . <eot> we are sincere to make business with you , but the difference between your counter-offer and our price is too great .",We ca n't change the figures anymore,1,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.10080667, 'EmbeddingAverageCosineSimilarity': -0.040308, 'EmbeddingAverageCosineSimilairty': -0.040308, 'VectorExtremaCosineSimilarity': -0.101919, 'GreedyMatchingScore': -0.010695}"
123,eval_input_outputs_human.csv,,what kind of place shall we rent ?,How about a nice cabin in the woods?,1,,"{'Bleu_1': 1.2499999998437502e-16, 'Bleu_2': 1.3363062093831524e-16, 'Bleu_3': 1.43842395645363e-16, 'Bleu_4': 1.5619699682123511e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.06011369, 'EmbeddingAverageCosineSimilarity': -0.035503, 'EmbeddingAverageCosineSimilairty': -0.035503, 'VectorExtremaCosineSimilarity': -0.090297, 'GreedyMatchingScore': 0.002038}"
124,eval_input_outputs_human.csv,,"you're from new york , aren't you ? <eot> yes , that's right . <eot> what do you suggest i should see in new york ?",Definitely the statue of liberty,1,,"{'Bleu_1': 1.9999999996000001e-16, 'Bleu_2': 2.2360679769966743e-16, 'Bleu_3': 2.5543647739782093e-16, 'Bleu_4': 3.02137539638741e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.039963637, 'EmbeddingAverageCosineSimilarity': 0.00971, 'EmbeddingAverageCosineSimilairty': 0.00971, 'VectorExtremaCosineSimilarity': 0.002061, 'GreedyMatchingScore': 0.039693}"
125,eval_input_outputs_human.csv,,gross ! what are you doing to yourself ? <eot> chill ! i'm just curling my eyelashes .,Your curling your what?,0.833333333,,"{'Bleu_1': 2.499999999375e-16, 'Bleu_2': 2.8867513451061596e-16, 'Bleu_3': 3.4668063705012784e-16, 'Bleu_4': 4.518010015696094e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.062983304, 'EmbeddingAverageCosineSimilarity': -0.008593, 'EmbeddingAverageCosineSimilairty': -0.008593, 'VectorExtremaCosineSimilarity': 0.048089, 'GreedyMatchingScore': 0.016559}"
126,eval_input_outputs_human.csv,,"gross ! what are you doing to yourself ? <eot> chill ! i'm just curling my eyelashes . <eot> it looks like some kind of primitive form of torture . <eot> you're such a wimp ! you're afraid of an eyelash curler . <eot> well , you might pinch your eyelid ! or lose an eyeball !","Yeah, that does n't happen.",0.833333333,,"{'Bleu_1': 1.9999999996000001e-16, 'Bleu_2': 2.2360679769966743e-16, 'Bleu_3': 2.5543647739782093e-16, 'Bleu_4': 3.02137539638741e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.026532384, 'EmbeddingAverageCosineSimilarity': 0.016954, 'EmbeddingAverageCosineSimilairty': 0.016954, 'VectorExtremaCosineSimilarity': -0.04211, 'GreedyMatchingScore': 0.064868}"
127,eval_input_outputs_human.csv,,"good afternoon ! did you call for a plumber ? <eot> yes , yes i did . please come in ! i'm so glad you came ! this old house is falling apart ! come on into the bathroom . see , here , there's water leaking everywhere ! <eot> i see . let me have a look . it seems that your toilet is clogged , and that's why it won't flush . let me just get my plunger . no , that's not working either . i suspect that there's some sort of foreign object in the pipes that's causing a blockage . that's what's making your toilet overflow . <eot> oh , that must be because of my four-year-old daughter . she is always flushing things down the toilet . you know how kids are . <eot> yeah , i have a little one myself . anyway , these water pipes are really rusty , so they also should be changed . thatcould be causing water to not drain completely , that might lead to more problems in the future . i would also suggest fixing this faucet that isn't shutting off properly . i could have it all finished by today if it's urgent .",That would be wonderful!,0.833333333,,"{'Bleu_1': 2.499999999375e-16, 'Bleu_2': 2.8867513451061596e-16, 'Bleu_3': 3.4668063705012784e-16, 'Bleu_4': 4.518010015696094e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.027483635, 'EmbeddingAverageCosineSimilarity': 0.017629, 'EmbeddingAverageCosineSimilairty': 0.017629, 'VectorExtremaCosineSimilarity': 0.045208, 'GreedyMatchingScore': 0.034984}"
128,eval_input_outputs_human.csv,,is there anything worth watching on another channel ? <eot> i think there's a western on . <eot> do you mind if we watch it . i'd really like to see it .,"Okay, let's watch it.",0.833333333,,"{'Bleu_1': 2.499999999375e-16, 'Bleu_2': 2.8867513451061596e-16, 'Bleu_3': 3.4668063705012784e-16, 'Bleu_4': 4.518010015696094e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.008643055, 'EmbeddingAverageCosineSimilarity': 0.044045, 'EmbeddingAverageCosineSimilairty': 0.044045, 'VectorExtremaCosineSimilarity': 0.042677, 'GreedyMatchingScore': 0.072501}"
129,eval_input_outputs_human.csv,,"no , no . i've got plenty left . <eot> now i'm confused again ! what is the problem ? <eot> what am i going to do about souvenirs ? <eot> oh , i get it ! you want souvenirs ! <eot> yes , i've got enough soap for my use , but no extra soap for souvenirs .",I can give you a couple of extra soaps.,0.625,,"{'Bleu_1': 1.1111111109876545e-16, 'Bleu_2': 1.1785113018384495e-16, 'Bleu_3': 1.2565790683898578e-16, 'Bleu_4': 1.34851118576642e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.044753388, 'EmbeddingAverageCosineSimilarity': 0.005736, 'EmbeddingAverageCosineSimilairty': 0.005736, 'VectorExtremaCosineSimilarity': 0.011666, 'GreedyMatchingScore': 0.02021}"
130,eval_input_outputs_human.csv,,"morning , peter . nice suit ! a new one ? <eot> oh , yes . my wife bought it for me yesterday . hmm , you look nice in that yellow dress . yellow suits you really well .",Thank you so much,1,,"{'Bleu_1': 2.499999999375e-16, 'Bleu_2': 2.8867513451061596e-16, 'Bleu_3': 3.4668063705012784e-16, 'Bleu_4': 4.518010015696094e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.052025072, 'EmbeddingAverageCosineSimilarity': -0.004737, 'EmbeddingAverageCosineSimilairty': -0.004737, 'VectorExtremaCosineSimilarity': -0.017342, 'GreedyMatchingScore': 0.003234}"
131,eval_input_outputs_human.csv,,"it's time for bed . <eot> but i'm not sleepy , mum . can i stay and watch more tv ? <eot> it's already half past eleven . you have school tomorrow . you'll sleepy all tomorrow , if you don't sleep well tonight . <eot> i know . but i promise i won't be sleepy tomorrow . i work really hard .",You always say that.,1,,"{'Bleu_1': 2.499999999375e-16, 'Bleu_2': 2.8867513451061596e-16, 'Bleu_3': 3.4668063705012784e-16, 'Bleu_4': 4.518010015696094e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.05865127, 'EmbeddingAverageCosineSimilarity': -0.004459, 'EmbeddingAverageCosineSimilairty': -0.004459, 'VectorExtremaCosineSimilarity': 0.016169, 'GreedyMatchingScore': 0.01603}"
132,eval_input_outputs_human.csv,,"inflation is more than just the rising prices , i guess . but the central bank is warning about the risk of inflation . <eot> has the government taken some measures to curb it ? <eot> yes . the government has banned price hikes in some key industries like energy . <eot> but i'm afraid the price hikes will spill over from food into other areas of the economy . <eot> you said it . i think we should tighten our budget and cut our spending .",What else could i cut though?,0.75,,"{'Bleu_1': 1.666666666388889e-16, 'Bleu_2': 1.8257418580158344e-16, 'Bleu_3': 2.027400664774394e-16, 'Bleu_4': 2.295748846116193e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.032471493, 'EmbeddingAverageCosineSimilarity': -0.020053, 'EmbeddingAverageCosineSimilairty': -0.020053, 'VectorExtremaCosineSimilarity': -0.001252, 'GreedyMatchingScore': 0.003955}"
133,eval_input_outputs_human.csv,,"well , known , jim , i'm ... i'm pretty much in favour of your computers , i think computers teach kids to think , because they require logical thoughts . <eot> but i ... i don't agree with thatbecause computers weaken kids'ability to thinkbecause kids don't learn basic skills .","Yes, but in our world right now, it's vital they learn computer skills early.",0.875,,"{'Bleu_1': 7.14285714234694e-17, 'Bleu_2': 7.412493166061185e-17, 'Bleu_3': 7.707540023952376e-17, 'Bleu_4': 8.032276872167517e-17, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.013738447, 'EmbeddingAverageCosineSimilarity': 0.015841, 'EmbeddingAverageCosineSimilairty': 0.015841, 'VectorExtremaCosineSimilarity': -0.010501, 'GreedyMatchingScore': 0.062881}"
134,eval_input_outputs_human.csv,,"good day ! welcome to lincoln bank , how may we assist you ? <eot> hello . i need to find out if a receipt of proceeds has arrived . i'm from felix wasserman associates . <eot> thanks . have you got the l / c number ? <eot> it's nx567822100007 . <eot> hang on a tick and i'll check for you . i'm sorry ; we have no record of that arriving .",That is strange. It was supposed to be there by now.,0.833333333,,"{'Bleu_1': 9.090909090082646e-17, 'Bleu_2': 9.534625891545801e-17, 'Bleu_3': 1.0033557297469767e-16, 'Bleu_4': 1.0600313378380957e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.02470462, 'EmbeddingAverageCosineSimilarity': -0.01282, 'EmbeddingAverageCosineSimilairty': -0.01282, 'VectorExtremaCosineSimilarity': -0.025981, 'GreedyMatchingScore': 0.012651}"
135,eval_input_outputs_human.csv,,"oh , so dalian is hotter than new york now . <eot> not hot but warm . very comfortable .",Do you prefer hot or cold weather?,1,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.031456035, 'EmbeddingAverageCosineSimilarity': -0.059039, 'EmbeddingAverageCosineSimilairty': -0.059039, 'VectorExtremaCosineSimilarity': -0.098819, 'GreedyMatchingScore': -0.006226}"
136,eval_input_outputs_human.csv,,"hello , bessie . <eot> hello , jack . happy birthday ! <eot> my birthday ? i forgot it , thank you for remembering my birthday .",How do you forget your birthday?,0.666666667,,"{'Bleu_1': 1.666666666388889e-16, 'Bleu_2': 1.8257418580158344e-16, 'Bleu_3': 2.027400664774394e-16, 'Bleu_4': 2.295748846116193e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.07500355, 'EmbeddingAverageCosineSimilarity': -0.013144, 'EmbeddingAverageCosineSimilairty': -0.013144, 'VectorExtremaCosineSimilarity': -0.017748, 'GreedyMatchingScore': 0.007318}"
137,eval_input_outputs_human.csv,,"when you become a permanent employee , you will have the insurances . you will get monthly pay and will be on eight-hour / day work shift . <eot> wait , will i have five insurances and one fund ? <eot> yes . you can also enjoy legal holidays and year-end bonus . <eot> it sounds great ! <eot> if you need to work overtime , you will get twice the usual salary as overtime pay .","Fantastic news, but how much will i usually need to do?",0.5,,"{'Bleu_1': 9.090909090082646e-17, 'Bleu_2': 9.534625891545801e-17, 'Bleu_3': 1.0033557297469767e-16, 'Bleu_4': 1.0600313378380957e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.04625874, 'EmbeddingAverageCosineSimilarity': 0.021563, 'EmbeddingAverageCosineSimilairty': 0.021563, 'VectorExtremaCosineSimilarity': 0.019494, 'GreedyMatchingScore': 0.082374}"
138,eval_input_outputs_human.csv,,"can you help me now ? <eot> no , but i'll be able to tomorrow . <eot> that'll be too late . <eot> why don't you ask bill if he can help ?","I already did, he is busy",1,,"{'Bleu_1': 1.666666666388889e-16, 'Bleu_2': 1.8257418580158344e-16, 'Bleu_3': 2.027400664774394e-16, 'Bleu_4': 2.295748846116193e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.05487594, 'EmbeddingAverageCosineSimilarity': 0.017364, 'EmbeddingAverageCosineSimilairty': 0.017364, 'VectorExtremaCosineSimilarity': 0.025584, 'GreedyMatchingScore': 0.064004}"
139,eval_input_outputs_human.csv,,"i wonder what he looks like . oh , i can't wait to see him ! his email said he'd be wearing a white hat . oh , there he is .","Oh just relax, let him find you first.",0.75,,"{'Bleu_1': 1.2499999998437502e-16, 'Bleu_2': 1.3363062093831524e-16, 'Bleu_3': 1.43842395645363e-16, 'Bleu_4': 1.5619699682123511e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.0066466895, 'EmbeddingAverageCosineSimilarity': 0.03105, 'EmbeddingAverageCosineSimilairty': 0.03105, 'VectorExtremaCosineSimilarity': 0.038601, 'GreedyMatchingScore': 0.073212}"
140,eval_input_outputs_human.csv,,"can i borrow this magazine from you ? it's really interesting and i can't put it down . <eot> i am sorry , but i can't lend it to you now , for i haven't finished reading it . if you don't mind , i can lend you some back numbers to you .","No thanks, i really only wanted this one.",0.833333333,,"{'Bleu_1': 1.2499999998437502e-16, 'Bleu_2': 1.3363062093831524e-16, 'Bleu_3': 1.43842395645363e-16, 'Bleu_4': 1.5619699682123511e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.029233458, 'EmbeddingAverageCosineSimilarity': 0.020978, 'EmbeddingAverageCosineSimilairty': 0.020978, 'VectorExtremaCosineSimilarity': -0.007594, 'GreedyMatchingScore': 0.065601}"
141,eval_input_outputs_human.csv,,"hello , this is room 1205 . our message lamp is flashing . <eot> hold on a minute , please .","Oh sorry, the technician will be with you in a minute",0.666666667,,"{'Bleu_1': 9.090909090082646e-17, 'Bleu_2': 9.534625891545801e-17, 'Bleu_3': 1.0033557297469767e-16, 'Bleu_4': 1.0600313378380957e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.03287528, 'EmbeddingAverageCosineSimilarity': 0.048753, 'EmbeddingAverageCosineSimilairty': 0.048753, 'VectorExtremaCosineSimilarity': 0.063283, 'GreedyMatchingScore': 0.07743}"
142,eval_input_outputs_human.csv,,i am calling to find out why i didn't receive an unemployment check this week . <eot> did you send in your continued claim form for the last period ? <eot> i think i forgot to send it in ! <eot> you need to be very careful to send that form in every two weeks if you want to get paid . <eot> can i send it in now ?,"No, you need to send it in before the due date.",1,,"{'Bleu_1': 9.090909090082646e-17, 'Bleu_2': 9.534625891545801e-17, 'Bleu_3': 1.0033557297469767e-16, 'Bleu_4': 1.0600313378380957e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.02301935, 'EmbeddingAverageCosineSimilarity': -0.000978, 'EmbeddingAverageCosineSimilairty': -0.000978, 'VectorExtremaCosineSimilarity': -0.034553, 'GreedyMatchingScore': 0.057603}"
143,eval_input_outputs_human.csv,,"i am more interested in a full-time position . however , i would also consider a part-time position . <eot> can you tell me about your responsibilities at your last job ? <eot> i advised customers on financial matters . after i consulted the customer , i completed a customer inquiry form and catalogued the information in our database . i then collaborated with colleagues to prepare the best possible package for the client . the clients were then presented with a summarized report on their financial activities that i formulated on a quarterly basis . <eot> what is your greatest strength ? <eot> i am an excellent communicator . people trust me and come to me for advice . one afternoon , my colleague was involved with a troublesome customer who felt he was not being served well . i made the customer a cup of coffee and invited both my colleague and the client to my desk where we solved the problem together .","Great, you got the job",1,,"{'Bleu_1': 1.9999999996000001e-16, 'Bleu_2': 2.2360679769966743e-16, 'Bleu_3': 2.5543647739782093e-16, 'Bleu_4': 3.02137539638741e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.08070789, 'EmbeddingAverageCosineSimilarity': 0.01595, 'EmbeddingAverageCosineSimilairty': 0.01595, 'VectorExtremaCosineSimilarity': -0.047561, 'GreedyMatchingScore': 0.064601}"
144,eval_input_outputs_human.csv,,"wei ! this is a first-you didn't bargain ! <eot> bargain ? i'd feel way too guilty . <eot> but you could have saved money . <eot> from a sweet ma ? ! it's not worth it . plus , i'd happily pay more for these things i bought ! <eot> f . y . i . , there is a flea market nearby , but maybe you're done ...","No, i want to look at a few more things.",0.666666667,,"{'Bleu_1': 9.999999999e-17, 'Bleu_2': 1.0540925532781945e-16, 'Bleu_3': 1.1157215833452827e-16, 'Bleu_4': 1.186840521809983e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.017560493, 'EmbeddingAverageCosineSimilarity': -0.007081, 'EmbeddingAverageCosineSimilairty': -0.007081, 'VectorExtremaCosineSimilarity': -0.011486, 'GreedyMatchingScore': 0.054539}"
145,eval_input_outputs_human.csv,,"please mail this letter for me on your way to the store . <eot> sure . do you want it to be registered ? <eot> yes , i think so . there are some pictures in it . it would be a great pity if they were lost . <eot> yes , i will be glad to mail your letter . <eot> thanks .",Anything else you'd like me to do?,0.833333333,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.041873753, 'EmbeddingAverageCosineSimilarity': -0.005978, 'EmbeddingAverageCosineSimilairty': -0.005978, 'VectorExtremaCosineSimilarity': 0.016808, 'GreedyMatchingScore': 0.011372}"
146,eval_input_outputs_human.csv,,"is it fred's fault ? <eot> no , i don't suppose he's to blame . the man in the other car made a mistake .",What did he do?,0.833333333,,"{'Bleu_1': 2.499999999375e-16, 'Bleu_2': 2.8867513451061596e-16, 'Bleu_3': 3.4668063705012784e-16, 'Bleu_4': 4.518010015696094e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.052712426, 'EmbeddingAverageCosineSimilarity': 0.00067, 'EmbeddingAverageCosineSimilairty': 0.00067, 'VectorExtremaCosineSimilarity': -0.018323, 'GreedyMatchingScore': 0.013995}"
147,eval_input_outputs_human.csv,,how do you arrange this summer vacation ? <eot> i want to travel . <eot> where would you like to go ? <eot> the seaside . <eot> that's really a good idea . taking a walk on the beach and lying in the sun are pretty good . i recommend you qingdao or dalian .,Have you been to those places before?,1,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.03455597, 'EmbeddingAverageCosineSimilarity': -0.021605, 'EmbeddingAverageCosineSimilairty': -0.021605, 'VectorExtremaCosineSimilarity': 0.020182, 'GreedyMatchingScore': -0.005499}"
148,eval_input_outputs_human.csv,,"well , mitzuko-san , i hope you like it here . this is my favourite restaurant in taipei . it reminds me of my youth when i traveled around europe . <eot> it looks wonderful . very authentic . <eot> the chef trained in florence . the pasta is very good here . <eot> ok . so , what can you recommend ? <eot> hum ... you should try the mushroom fettucine . it's really good .",Great. I'll look at that. Any good desserts?,1,,"{'Bleu_1': 1.2499999998437502e-16, 'Bleu_2': 1.3363062093831524e-16, 'Bleu_3': 1.43842395645363e-16, 'Bleu_4': 1.5619699682123511e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.035092063, 'EmbeddingAverageCosineSimilarity': 0.004985, 'EmbeddingAverageCosineSimilairty': 0.004985, 'VectorExtremaCosineSimilarity': 0.073487, 'GreedyMatchingScore': 0.044449}"
149,eval_input_outputs_human.csv,,"now , what seems to be the trouble ?",I was mugged,1,,"{'Bleu_1': 3.3333333322222225e-16, 'Bleu_2': 4.082482902937596e-16, 'Bleu_3': 5.503212078127982e-16, 'Bleu_4': 1.1362193659467322e-13, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.11956153, 'EmbeddingAverageCosineSimilarity': 0.010482, 'EmbeddingAverageCosineSimilairty': 0.010482, 'VectorExtremaCosineSimilarity': 0.000245, 'GreedyMatchingScore': 0.016516}"
150,eval_input_outputs_human.csv,,"our benefits usually include medical insurance , public accumulation fund and allowances . <eot> what are the allowances ?",Allowances on irs form,1,,"{'Bleu_1': 2.499999999375e-16, 'Bleu_2': 2.8867513451061596e-16, 'Bleu_3': 3.4668063705012784e-16, 'Bleu_4': 4.518010015696094e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.08907482, 'EmbeddingAverageCosineSimilarity': 0.016098, 'EmbeddingAverageCosineSimilairty': 0.016098, 'VectorExtremaCosineSimilarity': 0.026565, 'GreedyMatchingScore': 0.034426}"
151,eval_input_outputs_human.csv,,"peter , how often do you exercise ? <eot> well , i swim and run every day . <eot> now , tell me , what do you eat ? <eot> well , i don't eat any meat , but i do eat fish and eggs . <eot> do you eat a lot of vegetables ?",Yes i do eat lots of veggies,0.875,,"{'Bleu_1': 1.428571428367347e-16, 'Bleu_2': 1.5430334993821163e-16, 'Bleu_3': 1.6823908654542381e-16, 'Bleu_4': 1.857505799560655e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.12495421, 'EmbeddingAverageCosineSimilarity': 0.008226, 'EmbeddingAverageCosineSimilairty': 0.008226, 'VectorExtremaCosineSimilarity': 0.012317, 'GreedyMatchingScore': 0.018251}"
152,eval_input_outputs_human.csv,,what kind of permanent would you like to have ?,I would like to have something that sticks around.,0.5,,"{'Bleu_1': 1.1111111109876545e-16, 'Bleu_2': 1.1785113018384495e-16, 'Bleu_3': 1.2565790683898578e-16, 'Bleu_4': 1.34851118576642e-16, 'METEOR': 0.0, 'ROUGE_L': 0.0, 'CIDEr': 0.0, 'SkipThoughtCS': 0.049565032, 'EmbeddingAverageCosineSimilarity': -0.003104, 'EmbeddingAverageCosineSimilairty': -0.003104, 'VectorExtremaCosineSimilarity': 0.026034, 'GreedyMatchingScore': 0.01617}"
